ADITIVOS ALIMENTARIOS,ALEMANIA,ADITIVOS,44
ADITIVOS ALIMENTARIOS,ALEMANIA,MEJORADORES DE HARINA,4
ADITIVOS ALIMENTARIOS,ALEMANIA,ESTABILIZANTES,3
ADITIVOS ALIMENTARIOS,ALEMANIA,AROMATIZANTES SABORIZANTES DE REACCION O DE TRANSFORMACION,2
ADITIVOS ALIMENTARIOS,ALEMANIA,EMULSIONANTES/EMULSIFICANTES,2
ADITIVOS ALIMENTARIOS,ALEMANIA,CONSERVADORES,1
ADITIVOS ALIMENTARIOS,ALEMANIA,REGULADORES DE ACIDEZ,1
ADITIVOS ALIMENTARIOS,ALEMANIA,COLORANTES,1
ADITIVOS ALIMENTARIOS,ARGENTINA,ADITIVOS,254
ADITIVOS ALIMENTARIOS,ARGENTINA,AROMATIZANTES/SABORIZANTES,55
ADITIVOS ALIMENTARIOS,ARGENTINA,COLORANTES,12
ADITIVOS ALIMENTARIOS,ARGENTINA,EMULSIONANTES/EMULSIFICANTES,6
ADITIVOS ALIMENTARIOS,ARGENTINA,SINTETICOS,5
ADITIVOS ALIMENTARIOS,ARGENTINA,ESTABILIZANTES,5
ADITIVOS ALIMENTARIOS,ARGENTINA,CONSERVADORES,4
ADITIVOS ALIMENTARIOS,ARGENTINA,MEJORADORES DE HARINA,2
ADITIVOS ALIMENTARIOS,ARGENTINA,ACIDULANTES,1
ADITIVOS ALIMENTARIOS,ARGENTINA,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,ARGENTINA,AROMATIZANTES SABORIZANTES DE REACCION O DE TRANSFORMACION,1
ADITIVOS ALIMENTARIOS,ARGENTINA,GELIFICANTES,1
ADITIVOS ALIMENTARIOS,ARGENTINA,MEZCLAS,1
ADITIVOS ALIMENTARIOS,AUSTRIA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,BELGICA,ADITIVOS,7
ADITIVOS ALIMENTARIOS,BELGICA,MEZCLAS,3
ADITIVOS ALIMENTARIOS,BELGICA,MEJORADORES DE HARINA,2
ADITIVOS ALIMENTARIOS,BRASIL,ADITIVOS,78
ADITIVOS ALIMENTARIOS,BRASIL,AROMATIZANTES/SABORIZANTES,6
ADITIVOS ALIMENTARIOS,BRASIL,ESTABILIZANTES,1
ADITIVOS ALIMENTARIOS,BRASIL,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,BRASIL,EMULSIONANTES/EMULSIFICANTES,1
ADITIVOS ALIMENTARIOS,CANADA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,CHILE,ADITIVOS,4
ADITIVOS ALIMENTARIOS,CHINA POPULAR,ADITIVOS,81
ADITIVOS ALIMENTARIOS,CHINA POPULAR,ESTABILIZANTES,1
ADITIVOS ALIMENTARIOS,CHINA POPULAR,REGULADORES DE ACIDEZ,1
ADITIVOS ALIMENTARIOS,CHINA POPULAR,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,COLOMBIA,MEZCLAS,2
ADITIVOS ALIMENTARIOS,COLOMBIA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,COREA DEL SUR,ADITIVOS,1
ADITIVOS ALIMENTARIOS,DINAMARCA,ADITIVOS,42
ADITIVOS ALIMENTARIOS,DINAMARCA,MEJORADORES DE HARINA,1
ADITIVOS ALIMENTARIOS,ESPAÑA,ADITIVOS,10
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,ADITIVOS,54
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,COLORANTES,11
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,AROMATIZANTES/SABORIZANTES,6
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,GELIFICANTES,2
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,AROMATIZANTES SABORIZANTES DE REACCION O DE TRANSFORMACION,1
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,CONSERVADORES,1
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,MEJORADORES DE HARINA,1
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,ESTABILIZANTES,1
ADITIVOS ALIMENTARIOS,ESTADOS UNIDOS DE NORTE AMERICA,MEZCLAS,1
ADITIVOS ALIMENTARIOS,FILIPINAS,ADITIVOS,4
ADITIVOS ALIMENTARIOS,FINLANDIA,ADITIVOS,3
ADITIVOS ALIMENTARIOS,FRANCIA,ADITIVOS,15
ADITIVOS ALIMENTARIOS,FRANCIA,ESTABILIZANTES,2
ADITIVOS ALIMENTARIOS,FRANCIA,MEJORADORES DE HARINA,2
ADITIVOS ALIMENTARIOS,FRANCIA,MEZCLAS,1
ADITIVOS ALIMENTARIOS,HOLANDA,ADITIVOS,11
ADITIVOS ALIMENTARIOS,INDIA,ADITIVOS,21
ADITIVOS ALIMENTARIOS,INDIA,COLORANTES,10
ADITIVOS ALIMENTARIOS,INDIA,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,INDONESIA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,ITALIA,AROMATIZANTES/SABORIZANTES,9
ADITIVOS ALIMENTARIOS,ITALIA,ADITIVOS,8
ADITIVOS ALIMENTARIOS,ITALIA,MEZCLAS,1
ADITIVOS ALIMENTARIOS,ITALIA,ESPESANTES,1
ADITIVOS ALIMENTARIOS,JAPON,ADITIVOS,2
ADITIVOS ALIMENTARIOS,MALASIA,ADITIVOS,4
ADITIVOS ALIMENTARIOS,MEXICO,ADITIVOS,3
ADITIVOS ALIMENTARIOS,PARAGUAY,SINTETICOS,9
ADITIVOS ALIMENTARIOS,PARAGUAY,MEJORADORES DE HARINA,5
ADITIVOS ALIMENTARIOS,PARAGUAY,ADITIVOS,1
ADITIVOS ALIMENTARIOS,PERU,ADITIVOS,9
ADITIVOS ALIMENTARIOS,PERU,COLORANTES,1
ADITIVOS ALIMENTARIOS,POLONIA,ESPUMANTES,1
ADITIVOS ALIMENTARIOS,REINO DE LOS PAISES BAJOS,ADITIVOS,2
ADITIVOS ALIMENTARIOS,REINO DE LOS PAISES BAJOS,EMULSIONANTES/EMULSIFICANTES,2
ADITIVOS ALIMENTARIOS,REINO DE LOS PAISES BAJOS,ESTABILIZANTES,1
ADITIVOS ALIMENTARIOS,REINO UNIDO,ADITIVOS,3
ADITIVOS ALIMENTARIOS,SUD AFRICA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,SUIZA,ADITIVOS,1
ADITIVOS ALIMENTARIOS,SUIZA,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,SUIZA,COLORANTES,1
ADITIVOS ALIMENTARIOS,URUGUAY,ADITIVOS,304
ADITIVOS ALIMENTARIOS,URUGUAY,MEJORADORES DE HARINA,27
ADITIVOS ALIMENTARIOS,URUGUAY,COLORANTES,19
ADITIVOS ALIMENTARIOS,URUGUAY,AROMATIZANTES/SABORIZANTES,11
ADITIVOS ALIMENTARIOS,URUGUAY,MEZCLAS,6
ADITIVOS ALIMENTARIOS,URUGUAY,EMULSIONANTES/EMULSIFICANTES,2
ADITIVOS ALIMENTARIOS,URUGUAY,GELIFICANTES,1
ADITIVOS ALIMENTARIOS,URUGUAY,SECUESTRANTES,1
ADITIVOS ALIMENTARIOS,URUGUAY,ANTIOXIDANTES,1
ADITIVOS ALIMENTARIOS,URUGUAY,CONSERVADORES,1
ADITIVOS ALIMENTARIOS,URUGUAY,AROMATIZANTES SABORIZANTES DE REACCION O DE TRANSFORMACION,1
AGUA Y BEBIDAS SIN ALCOHOL,ALEMANIA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,5
AGUA Y BEBIDAS SIN ALCOHOL,ARGENTINA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,67
AGUA Y BEBIDAS SIN ALCOHOL,ARGENTINA,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,36
AGUA Y BEBIDAS SIN ALCOHOL,ARGENTINA,AGUAS Y BEBIDAS SIN ALCOHOL,7
AGUA Y BEBIDAS SIN ALCOHOL,ARGENTINA,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,5
AGUA Y BEBIDAS SIN ALCOHOL,ARGENTINA,MALTA,2
AGUA Y BEBIDAS SIN ALCOHOL,AUSTRIA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,15
AGUA Y BEBIDAS SIN ALCOHOL,AUSTRIA,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,3
AGUA Y BEBIDAS SIN ALCOHOL,BAHAMAS,BEBIDAS AROMATIZADAS- COLOREADAS O NO- SIN JUGO DE FRUTAS,1
AGUA Y BEBIDAS SIN ALCOHOL,BRASIL,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,18
AGUA Y BEBIDAS SIN ALCOHOL,BRASIL,AGUAS Y BEBIDAS SIN ALCOHOL,3
AGUA Y BEBIDAS SIN ALCOHOL,BRASIL,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,3
AGUA Y BEBIDAS SIN ALCOHOL,BRASIL,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,1
AGUA Y BEBIDAS SIN ALCOHOL,BRASIL,BEBIDAS AROMATIZADAS- COLOREADAS O NO- SIN JUGO DE FRUTAS,1
AGUA Y BEBIDAS SIN ALCOHOL,CHILE,AGUAS Y BEBIDAS SIN ALCOHOL,1
AGUA Y BEBIDAS SIN ALCOHOL,CHILE,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,1
AGUA Y BEBIDAS SIN ALCOHOL,CHILE,JARABES CONCENTRADOS PARA REFRESCOS,1
AGUA Y BEBIDAS SIN ALCOHOL,CHILE,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,COREA DEL SUR,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,4
AGUA Y BEBIDAS SIN ALCOHOL,CUBA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,3
AGUA Y BEBIDAS SIN ALCOHOL,DINAMARCA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,ESPAÑA,AGUAS Y BEBIDAS SIN ALCOHOL,7
AGUA Y BEBIDAS SIN ALCOHOL,ESPAÑA,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,1
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,JARABES CONCENTRADOS PARA REFRESCOS,9
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,8
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,7
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,BEBIDAS AROMATIZADAS- COLOREADAS O NO- SIN JUGO DE FRUTAS,7
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,5
AGUA Y BEBIDAS SIN ALCOHOL,ESTADOS UNIDOS DE NORTE AMERICA,JARABE CONCENTRADO CONTENIENDO JUGO DE FRUTAS,1
AGUA Y BEBIDAS SIN ALCOHOL,FRANCIA,AGUA MINERAL SIN GASIFICAR,2
AGUA Y BEBIDAS SIN ALCOHOL,ISRAEL,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,2
AGUA Y BEBIDAS SIN ALCOHOL,ITALIA,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,6
AGUA Y BEBIDAS SIN ALCOHOL,ITALIA,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,4
AGUA Y BEBIDAS SIN ALCOHOL,ITALIA,AGUA MINERAL GASIFICADA O CON GAS,2
AGUA Y BEBIDAS SIN ALCOHOL,ITALIA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,MEXICO,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,PARAGUAY,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,3
AGUA Y BEBIDAS SIN ALCOHOL,POLONIA,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,REINO UNIDO,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,1
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,BEBIDAS SIN ALCOHOL O ANALCOHOLICAS,221
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,BEBIDAS CON JUGO DE FRUTAS- GASIFICADAS O NO,50
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA MINERAL GASIFICADA O CON GAS,28
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUAS Y BEBIDAS SIN ALCOHOL,28
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,BEBIDAS GASIFICADAS O NO- CON EXTRACTOS- INFUSIONES DE PROD. DE ORIGEN VEGETAL,19
